STABBR,CITY,INSTNM,SATMT25,SATVR25,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,PCIP27,COSTT4_A
IL,Oak Forest,Capri Beauty College,NULL,NULL,NULL,NULL,9833,0,NULL
IL,Galesburg,Carl Sandburg College,NULL,NULL,NULL,NULL,4000,0,10168
IL,Chicago,Catholic Theological Union at Chicago,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,East Moline,La James International College-East Moline,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Downers Grove,Midwestern University-Downers Grove,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Chicago,The Chicago School of Professional Psychology at Chicago,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Chicago,Chicago State University,460,400,0.5788,883,31862,0.01,21509
IL,Chicago,Chicago Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Chicago,University of Chicago,730,720,0.0794,1508,15900,0.0867,70100
IL,Chicago,City Colleges of Chicago-Kennedy-King College,NULL,NULL,NULL,NULL,5764.5,0,11068
IL,Chicago,City Colleges of Chicago-Malcolm X College,NULL,NULL,NULL,NULL,6000,0,10427
IL,Chicago,City Colleges of Chicago-Olive-Harvey College,NULL,NULL,NULL,NULL,7022.5,0,10964
IL,Chicago,City Colleges of Chicago-Harry S Truman College,NULL,NULL,NULL,NULL,6000,0,10651
IL,Chicago,City Colleges of Chicago-Richard J Daley College,NULL,NULL,NULL,NULL,4450,0,9017
IL,Chicago,City Colleges of Chicago-Harold Washington College,NULL,NULL,NULL,NULL,5250,0,9579
IL,Chicago,City Colleges of Chicago-Wilbur Wright College,NULL,NULL,NULL,NULL,4500,0,8683
IL,Chicago,Columbia College Chicago,NULL,NULL,0.8806,NULL,26000,0,40503
IL,River Forest,Concordia University-Chicago,470,460,0.4969,1011,23128,0.0077,39036
IL,Chicago,Le Cordon Bleu College of Culinary Arts-Chicago,NULL,NULL,NULL,NULL,20000,0,NULL
IL,Chicago,Coyne College,NULL,NULL,NULL,NULL,9500,0,NULL
IL,Danville,Danville Area Community College,NULL,NULL,NULL,NULL,5337,0,8994
IL,Danville,Tricoci University of Beauty Culture-Danville,NULL,NULL,NULL,NULL,9500,0,NULL
IL,Chicago,DePaul University,NULL,NULL,0.6975,NULL,23256.5,0.0082,50997
IL,Crystal Lake,Cosmetology & Spa Academy,NULL,NULL,NULL,NULL,8386,0,NULL
IL,Glen Ellyn,College of DuPage,NULL,NULL,NULL,NULL,9500,0,12311
IL,Chicago,East-West University,NULL,NULL,NULL,NULL,24601,0,26190
IL,Charleston,Eastern Illinois University,NULL,NULL,0.4688,990,23250,0.0094,22957
IL,Elgin,Elgin Community College,NULL,NULL,NULL,NULL,5300,0,8741
IL,Elmhurst,Elmhurst College,450,450,0.7189,1068,21500,0.012,43482
IL,Eureka,Eureka College,410,410,0.6453,1030,25000,0.0373,30677
IL,Crystal Lake,First Institute Inc,NULL,NULL,NULL,NULL,9500,0,NULL
IL,Bedford Park,Fox College,NULL,NULL,0.7457,NULL,13518,0,21225
IL,Evanston,Garrett-Evangelical Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Quincy,Gem City College,NULL,NULL,NULL,NULL,9833,0,NULL
IL,University Park,Governors State University,NULL,NULL,0.413,910,18575,0.0154,24159
IL,Canton,Graham Hospital School of Nursing,NULL,NULL,1,NULL,PrivacySuppressed,0,NULL
IL,Greenville,Greenville University,440,400,0.5782,999,25000,0.0187,35756
IL,West Dundee,Hair Professionals Academy of Cosmetology,NULL,NULL,NULL,NULL,6333,0,NULL
IL,Sycamore,Hair Professionals Career College,NULL,NULL,NULL,NULL,7917,0,NULL
IL,Oswego,Hair Professionals School of Cosmetology,NULL,NULL,NULL,NULL,10520.5,0,NULL
IL,Chicago,Harrington College of Design,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Skokie,Hebrew Theological College,450,480,0.915,1076,PrivacySuppressed,0,NULL
IL,Freeport,Highland Community College,NULL,NULL,NULL,NULL,7500,0,10502
IL,North Chicago,Rosalind Franklin University of Medicine and Science,NULL,NULL,NULL,NULL,6000,0,NULL
IL,Chicago,University of Illinois at Chicago,510,480,0.7359,1105,18114.5,0.01,25131
IL,Lisle,Benedictine University,NULL,NULL,NULL,NULL,21500,0.0103,38036
IL,Chicago,Illinois College of Optometry,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Champaign,University of Illinois at Urbana-Champaign,705,580,0.6007,1320,20127,0.0284,29764
IL,Bloomington,Illinois Wesleyan University,620,510,0.5821,1229,27000,0.0296,54580
IL,East Peoria,Illinois Central College,NULL,NULL,NULL,NULL,6500,0,14098
IL,Jacksonville,Illinois College,NULL,NULL,0.5403,NULL,27000,0.0222,41869
IL,Olney,Olney Central College,NULL,NULL,NULL,NULL,4500,0,5695
IL,Chicago,Illinois Institute of Technology,620,510,0.571,1275,27000,0.0292,57277
IL,Chicago,Argosy University-Chicago,NULL,NULL,NULL,NULL,30481,0,23365
IL,Normal,Illinois State University,NULL,NULL,0.8888,1090,21250,0.0135,27421
IL,Oglesby,Illinois Valley Community College,NULL,NULL,NULL,NULL,7850,0,11351
IL,Chicago,Institute for Clinical Social Work,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Chicago,Sanford-Brown College-Chicago,NULL,NULL,NULL,NULL,48946,0,NULL
IL,Carterville,John A Logan College,NULL,NULL,NULL,NULL,2437.5,0,9046
IL,Chicago,The John Marshall Law School,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Quincy,John Wood Community College,NULL,NULL,NULL,NULL,7540,0,12534
IL,Joliet,Joliet Junior College,NULL,NULL,NULL,NULL,8000,0,7510
IL,Elgin,Judson University,470,440,0.7485,1020,23962,0,40073
IL,Kankakee,Kankakee Community College,NULL,NULL,NULL,NULL,10174,0,10239
IL,Centralia,Kaskaskia College,NULL,NULL,NULL,NULL,4061,0,10238
IL,Chicago,Kendall College,NULL,NULL,0.8377,NULL,26000,0,34797
IL,Malta,Kishwaukee College,NULL,NULL,NULL,NULL,8161,0,11921
IL,Galesburg,Knox College,NULL,NULL,0.6521,NULL,27000,0.0132,52586
IL,PERU,Educators of Beauty College of Cosmetology-La Salle,NULL,NULL,NULL,NULL,11000,0,NULL
IL,Grayslake,College of Lake County,NULL,NULL,NULL,NULL,5395,0,9091
IL,Lake Forest,Lake Forest College,NULL,NULL,0.5694,NULL,27000,0.016,54777
IL,Lake Forest,Lake Forest Graduate School of Management,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Mattoon,Lake Land College,NULL,NULL,NULL,NULL,4500,0,9597
IL,Danville,Lakeview College of Nursing,NULL,NULL,NULL,NULL,19500,0,NULL
IL,Godfrey,Lewis and Clark Community College,NULL,NULL,NULL,NULL,5327,0,8790
IL,Romeoville,Lewis University,520,460,0.5919,1090,23935,0.005,37393
IL,Lincoln,Lincoln Christian University,420,450,0.5288,1007,21481.5,0,25542
IL,Lincoln,Lincoln College,340,270,0.6202,823,12000,0,29402
IL,Springfield,Lincoln Land Community College,NULL,NULL,NULL,NULL,9500,0,11663
IL,Melrose Park,Lincoln College of Technology-Melrose Park,NULL,NULL,NULL,NULL,12902,0,NULL
IL,Chicago,Loyola University Chicago,510,520,0.7257,1195,25000,0.0092,54324
IL,Chicago,Lutheran School of Theology at Chicago,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Rock Island,Trinity College of Nursing & Health Sciences,NULL,NULL,NULL,NULL,20000,0,NULL
IL,Chicago,Steven Papageorge Hair Academy,NULL,NULL,NULL,NULL,9500,0,NULL
IL,Chicago,MacCormac College,NULL,NULL,NULL,NULL,27514,0,22279
IL,Jacksonville,MacMurray College,460,390,0.562,946,25495,0,33625
IL,Chicago,McCormick Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Crystal Lake,McHenry County College,NULL,NULL,NULL,NULL,5650,0,10816
IL,Lebanon,McKendree University,445,410,0.6816,1025,22912,0.0288,40195
IL,Chicago,Meadville Lombard Theological School,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Peoria,Methodist College,NULL,NULL,0.5,990,35750,0,37703
IL,Peoria,Midstate College,NULL,NULL,0.75,NULL,34267.5,0,26096
IL,Decatur,Millikin University,440,470,0.638,1047,26983,0.008,43149
IL,Monmouth,Monmouth College,430,430,0.5206,1045,27000,0.0206,45005
IL,Chicago,Moody Bible Institute,NULL,NULL,0.6176,NULL,PrivacySuppressed,0,26029
IL,Palos Hills,Moraine Valley Community College,NULL,NULL,NULL,NULL,9375,0,10329
IL,Morrison,Morrison Institute of Technology,NULL,NULL,NULL,NULL,12000,0,24212
IL,Cicero,Morton College,NULL,NULL,NULL,NULL,8000,0,9265
IL,Decatur,Mr John's School of Cosmetology Esthetics & Nails-Decatur,NULL,NULL,NULL,NULL,8971,0,NULL
IL,Chicago,National Louis University,NULL,NULL,0.7638,NULL,19500,0,22222
IL,Lombard,National University of Health Sciences,NULL,NULL,NULL,NULL,9812.5,0,NULL
IL,Niles,Niles School of Cosmetology,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Naperville,North Central College,500,480,0.5936,1123,25000,0.0135,46799
IL,Chicago,North Park University,442,430,0.9418,993,25620,0.0211,34232
IL,Lisle,Northern Baptist Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Dekalb,Northern Illinois University,460,440,0.5184,1030,23208,0.0178,28725
IL,Chicago,Northwestern College-Chicago Campus,NULL,NULL,0.5551,NULL,24112,0,29811
IL,Evanston,Northwestern University,710,690,0.1066,1470,17500,0.0254,67887
IL,Chicago,Northeastern Illinois University,410,410,0.7101,870,15000,0.0147,23097
IL,Des Plaines,Oakton Community College,NULL,NULL,NULL,NULL,4500,0,10502
IL,East Peoria,Oehrlein School of Cosmetology,NULL,NULL,NULL,NULL,9833,0,NULL
IL,Bourbonnais,Olivet Nazarene University,470,470,0.777,1099,25000,0.0037,43883
IL,Champaign,Parkland College,NULL,NULL,NULL,NULL,7500,0,12147
IL,Chicago Heights,Prairie State College,NULL,NULL,NULL,NULL,10950,0,13130
IL,Joliet,Professional's Choice Hair Design Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Quincy,Quincy University,470,440,0.6623,991,21500,0.0101,39686
IL,Quincy,Vatterott College-Quincy,NULL,NULL,NULL,NULL,20000,0,24951
IL,Chicago,The Illinois Institute of Art-Chicago,NULL,NULL,NULL,NULL,31000,0,26161
IL,Ina,Rend Lake College,NULL,NULL,NULL,NULL,3500,0,11813
IL,Decatur,Richland Community College,NULL,NULL,NULL,NULL,5017,0,9398
IL,Chicago,Robert Morris University Illinois,NULL,NULL,0.2313,NULL,24331,0,35116
IL,Rockford,Rock Valley College,NULL,NULL,NULL,NULL,6062.5,0,11207
IL,Rockford,Madison Media Institute-Rockford Career College,NULL,NULL,NULL,NULL,14438,0,17598
IL,Rockford,Rockford University,460,490,0.5443,1011,25000,0.0254,39242
IL,Chicago,Roosevelt University,450,455,0.7329,1012,24499.5,0.0122,43029
IL,River Forest,Dominican University,430,480,0.6373,1050,25000,0.0238,38893
IL,Chicago,Rush University,NULL,NULL,NULL,NULL,20500,0,NULL
IL,Peoria,Saint Francis Medical Center College of Nursing,NULL,NULL,NULL,NULL,15000,0,NULL
IL,Joliet,University of St Francis,470,440,0.4923,1068,25000,0.0091,39175
IL,Springfield,St. John's College-Department of Nursing,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Chicago,Saint Xavier University,430,435,0.7525,1009,24250,0.006,38260
IL,Springfield,University of Illinois at Springfield,463,423,0.653,1067,18491,0.0367,23469
IL,Dixon,Sauk Valley Community College,NULL,NULL,NULL,NULL,5600,0,10497
IL,Ullin,Shawnee Community College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,17140
IL,Chicago,Shimer College,NULL,NULL,1,NULL,27000,0,47683
IL,Chicago,Saint Augustine College,NULL,NULL,NULL,NULL,2656,0,14998
IL,Mundelein,University of Saint Mary of the Lake,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Harrisburg,Southeastern Illinois College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,12793
IL,Chicago,National Latino Education Institute,NULL,NULL,0.6667,NULL,PrivacySuppressed,0,NULL
IL,Chicago,Spertus College,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IL,Canton,Spoon River College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,15365
IL,Rockford,Saint Anthony College of Nursing,NULL,NULL,1,NULL,24705,0,NULL
IL,Sterling,Educators of Beauty College of Cosmetology-Sterling,NULL,NULL,NULL,NULL,9833,0,NULL
IL,Carbondale,Southern Illinois University-Carbondale,440,440,0.7665,1029,21500,0.0028,26868
IL,Edwardsville,Southern Illinois University-Edwardsville,440,458,0.893,1068,21434,0.0062,21538
IL,Chicago,Taylor Business Institute,NULL,NULL,NULL,NULL,PrivacySuppressed,0,23621
IL,Chicago,Telshe Yeshiva-Chicago,NULL,NULL,0.9231,NULL,PrivacySuppressed,0,16300
IL,South Holland,South Suburban College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,10506
IL,Litchfield,Tri-County Beauty Academy,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IL,Palos Heights,Trinity Christian College,450,416,0.7002,1081,25000,0.0081,39155
IL,Deerfield,Trinity International University-Illinois,430,450,0.5978,1079,24475,0.0203,41416
IL,River Grove,Triton College,NULL,NULL,NULL,NULL,8075,0,9831
IL,Springfield,University of Spa & Cosmetology Arts,NULL,NULL,NULL,NULL,5500,0,NULL
IL,Chicago,VanderCook College of Music,NULL,NULL,0.902,1050,29750,0,37471
IL,Sugar Grove,Waubonsee Community College,NULL,NULL,NULL,NULL,6535,0,9165
IL,Chicago,Resurrection University,NULL,NULL,NULL,NULL,25000,0,NULL
IL,Macomb,Western Illinois University,NULL,NULL,0.5945,970,24830,0.0037,25280
IL,Wheaton,Wheaton College,580,590,0.7865,1306,22437,0.0231,45154
IL,Palatine,William Rainey Harper College,NULL,NULL,NULL,NULL,9500,0,12285
IN,Donaldson,Ancilla College,NULL,NULL,NULL,NULL,11000,0,26750
IN,Anderson,Anderson University,460,450,0.6642,1019,27000,0.0076,40443
IN,Muncie,Ball State University,490,500,0.6225,1057,24513.5,0.003,23157
IN,Mishawaka,Bethel College-Indiana,470,440,0.9777,1039,26000,0.0198,37918
IN,Indianapolis,Butler University,530,530,0.7271,1215,27000,0.0048,52071
IN,Whiting,Calumet College of Saint Joseph,NULL,NULL,NULL,NULL,19500,0,22839
IN,Indianapolis,Christian Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IN,Valparaiso,College of Court Reporting Inc,NULL,NULL,NULL,NULL,24363.5,0,30066
IN,Fort Wayne,Concordia Theological Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IN,Highland,Tricoci University of Beauty Culture-Highland,NULL,NULL,NULL,NULL,9000,0,NULL
IN,Greencastle,DePauw University,530,510,0.6533,1187,26375,0.0277,58478
IN,Schererville,Don Roberts School of Hair Design,NULL,NULL,NULL,NULL,9500,0,NULL
IN,Valparaiso,Don Roberts Beauty School,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IN,Richmond,Earlham College,NULL,NULL,0.5763,NULL,27000,0.0193,56510
IN,Evansville,University of Evansville,500,490,0.7089,1147,26950,0.0061,45967
IN,Franklin,Franklin College,430,420,0.7809,991,27000,0.0514,40901
IN,Goshen,Goshen College,440,430,0.6245,1074,20203,0.0148,41312
IN,Winona Lake,Grace College and Theological Seminary,460,470,0.7873,1076,22250,0.0051,32113
IN,Noblesville,Hair Fashions By Kaye Beauty College-Noblesville,NULL,NULL,NULL,NULL,7389,0,NULL
IN,Hanover,Hanover College,470,470,0.5733,1093,27000,0.0181,47421
IN,Terre Haute,J Michael Harrold Beauty Academy,NULL,NULL,NULL,NULL,8750,0,NULL
IN,Notre Dame,Holy Cross College,410,440,0.9101,1053,25653,0,39437
IN,Clarksville,PJ's College of Cosmetology-Clarksville,NULL,NULL,NULL,NULL,13662.5,0,NULL
IN,Huntington,Huntington University,450,450,0.8921,1019,27000,0.0046,36227
IN,Indianapolis,Ivy Tech Community College,NULL,NULL,NULL,NULL,10689,0,11923
IN,Fort Wayne,Indiana University-Purdue University-Fort Wayne,430,430,0.9326,976,23000,0.006,18025
IN,Indianapolis,Indiana University-Purdue University-Indianapolis,450,440,0.7397,1025,22667.5,0.0049,20451
IN,Indianapolis,Harrison College-Indianapolis,NULL,NULL,1,NULL,24667,0,26414
IN,Indianapolis,University of Indianapolis,450,440,0.8617,1033,27000,0.0035,39236
IN,Fort Wayne,Indiana Institute of Technology,400,400,0.6917,944,26500,0,37135
IN,Evansville,University of Southern Indiana,440,450,0.9189,1005,21503,0.0105,17692
IN,Terre Haute,Indiana State University,390,400,0.8588,907,23708,0.01,20140
IN,Kokomo,Indiana University-Kokomo,420,410,0.6913,938,18914,0.0019,16331
IN,South Bend,Indiana University-South Bend,420,420,0.7703,952,23500,0.0063,16584
IN,Bloomington,Indiana University-Bloomington,540,520,0.7872,1200,21500,0.015,24432
IN,Gary,Indiana University-Northwest,400,420,0.758,939,24010,0.0058,14022
IN,New Albany,Indiana University-Southeast,410,420,0.8401,943,18678,0.0129,16760
IN,Richmond,Indiana University-East,410,420,0.6028,949,19300.5,0.0331,15715
IN,Fort Wayne,International Business College-Fort Wayne,NULL,NULL,0.7892,NULL,10796,0,22367
IN,Indianapolis,International Business College-Indianapolis,NULL,NULL,0.7736,NULL,10796,0,22420
IN,Knox,Knox Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IN,Lafayette,Tricoci University of Beauty Culture-Lafayette,NULL,NULL,NULL,NULL,7307,0,NULL
IN,Merrillville,Brown Mackie College-Merrillville,NULL,NULL,NULL,NULL,22999,0,NULL
IN,Indianapolis,Empire Beauty School-Indianapolis,NULL,NULL,NULL,NULL,10689,0,NULL
IN,Indianapolis,Lincoln College of Technology-Indianapolis,NULL,NULL,NULL,NULL,12000,0,NULL
IN,North Manchester,Manchester University,435,430,0.7055,1019,27000,0.0145,41953
IN,Indianapolis,Marian University,450,450,0.5958,1025,27000,0.0055,43723
IN,Marion,Indiana Wesleyan University-Marion,460,460,0.7388,1077,23958,0.0015,36050
IN,Indianapolis,Martin University,NULL,NULL,NULL,NULL,41121,0,24364
IN,Elkhart,Anabaptist Mennonite Biblical Seminary,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IN,South Bend,Brown Mackie College-South Bend,NULL,NULL,NULL,NULL,22999,0,NULL
IN,Jeffersonville,Mid-America College of Funeral Service,NULL,NULL,NULL,NULL,12000,0,22691
MI,Kalamazoo,West Michigan College of Barbering and Beauty,NULL,NULL,NULL,NULL,12770,0,NULL
IN,Notre Dame,University of Notre Dame,680,670,0.1873,1474,21434,0.023,64775
IN,Oakland City,Oakland City University,440,415,0.3312,978,21413,0,36221
IN,Richmond,PJ's College of Cosmetology-Richmond,NULL,NULL,NULL,NULL,12590,0,NULL
IN,Hammond,Purdue University-Calumet Campus,430,430,0.5868,978,19754,0.0086,16667
IN,Westville,Purdue University-North Central Campus,430,440,0.4992,968,25000,0,14017
IN,Fort Wayne,Ravenscroft Beauty College,NULL,NULL,NULL,NULL,8500,0,NULL
IN,Evansville,Rogers Academy of Hair Design,NULL,NULL,NULL,NULL,7917,0,NULL
IN,Terre Haute,Rose-Hulman Institute of Technology,640,560,0.6107,1318,27000,0.027,60801
IN,Kokomo,Rudae's School of Beauty Culture-Kokomo,NULL,NULL,NULL,NULL,9500,0,NULL
IN,Fort Wayne,University of Saint Francis-Fort Wayne,450,450,0.9672,1001,26000,0.0069,35524
IN,Rensselaer,Saint Josephs College,430,425,0.7683,999,27000,0.0225,39362
IN,Saint Mary of the Woods,Saint Mary-of-the-Woods College,405,420,0.7302,928,21817,0.007,43341
IN,Notre Dame,Saint Mary's College,480,500,0.8165,1117,27000,0.0306,50909
IN,Hammond,Brightwood College-Hammond,NULL,NULL,NULL,NULL,9500,0,NULL
IN,St. Meinrad,Saint Meinrad School of Theology,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
IN,Lafayette,Saint Elizabeth School of Nursing,NULL,NULL,1,NULL,31250,0,33469
IN,Upland,Taylor University,480,470,0.7961,1138,23500,0.0088,41915
IN,Angola,Trine University,490,450,0.7671,1079,25000,0,46575
IN,Valparaiso,Valparaiso University,490,500,0.8291,1153,27000,0.0148,47855
IN,Vincennes,Vincennes Beauty College,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IN,Vincennes,Vincennes University,NULL,NULL,NULL,NULL,13000,0,16652
IN,Crawfordsville,Wabash College,530,490,0.6262,1145,25786,0.0667,51440
IA,Waterloo,Allen College,NULL,NULL,0,NULL,15000,0,NULL
IA,Sioux City,Briar Cliff University,NULL,NULL,NULL,NULL,22500,0.0045,39876
IA,Storm Lake,Buena Vista University,440,400,0.6369,1046,24748,0.0038,43514
IA,Dubuque,Capri College-Dubuque,NULL,NULL,NULL,NULL,7847,0,NULL
IA,Cedar Rapids,Capri College-Cedar Rapids,NULL,NULL,NULL,NULL,7787,0,NULL
IA,Pella,Central College,490,460,0.7343,1091,27000,0.025,47878
IA,Dubuque,Clarke University,433,423,0.6493,1043,26167,0.009,42268
IA,Cedar Rapids,Coe College,510,510,0.4995,1145,28500,0.028,50982
IA,Mount Vernon,Cornell College,495,475,0.7094,1172,27000,0.0148,52159
IA,Marshalltown,Iowa School of Beauty-Marshalltown,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IA,Ankeny,Des Moines Area Community College,NULL,NULL,NULL,NULL,9834,0,14262
IA,Epworth,Divine Word College,NULL,NULL,1,NULL,PrivacySuppressed,0,19121
IA,Sioux Center,Dordt College,470,450,0.7203,1113,23250,0.0062,40997
IA,Des Moines,Drake University,540,510,0.6895,1241,26441.5,0.0192,47759
IA,Dubuque,University of Dubuque,360,380,0.7569,923,24347,0.0088,38561
IA,Iowa Falls,Ellsworth Community College,NULL,NULL,NULL,NULL,10250,0,14635
IA,Dubuque,Emmaus Bible College,280,470,0.3565,1088,14000,0,24753
IA,Davenport,Eastern Iowa Community College District,NULL,NULL,NULL,NULL,10500,0,14055
IA,Ankeny,Faith Baptist Bible College and Theological Seminary,340,480,0.6617,1051,12828.5,0,27778
IA,Storm Lake,Faust Institute of Cosmetology-Storm Lake,NULL,NULL,NULL,NULL,PrivacySuppressed,0,NULL
IA,Lamoni,Graceland University-Lamoni,410,400,0.484,971,22832,0.0054,38444
IA,Des Moines,Grand View University,460,390,0.9661,970,23500,0.0094,34943
IA,Grinnell,Grinnell College,680,640,0.2019,1410,15600,0.0427,61098
IA,Mason City,Kaplan University-Mason City Campus,NULL,NULL,NULL,NULL,28018.5,0,25753
IA,Cedar Rapids,Kaplan University-Cedar Rapids Campus,NULL,NULL,NULL,NULL,28018.5,0,23404
IA,Davenport,Hamilton Technical College,NULL,NULL,NULL,NULL,9500,0,20129
IA,Waterloo,Hawkeye Community College,NULL,NULL,NULL,NULL,11441,0,14247
IA,Mt. Pleasant,American Hair Academy,NULL,NULL,NULL,NULL,12411.5,0,NULL
